No	FILE	CHROM	POP	DATASET	Watterson	Pi	Tajima_D	pn_ps
537	PoolSNP_2020.08.22	3L	KA_to_14_spring	North America_PoolSNP	0.005899	0.005867	-0.022879	0.392128253
538	PoolSNP_2020.08.22	3R	KA_to_14_spring	North America_PoolSNP	0.005244	0.005088	-0.127423	0.424094231
539	PoolSNP_2020.08.22	X	KA_to_14_spring	North America_PoolSNP	0.003946	0.004023	0.10971	0.314303207
540	PoolSNP_2020.08.22	2L	KN	Affrica_PoolSNP	0.0083795	0.0083935	NA	0.278803555
541	PoolSNP_2020.08.22	2R	KN	Affrica_PoolSNP	0.0061225	0.0061315	NA	0.262538335
542	PoolSNP_2020.08.22	3L	KN	Affrica_PoolSNP	0.006976	0.0069885	NA	0.276991124
543	PoolSNP_2020.08.22	3R	KN	Affrica_PoolSNP	0.005977	0.005987	NA	0.312605091
544	PoolSNP_2020.08.22	X	KN	Affrica_PoolSNP	0.0064245	0.00644	NA	0.21799136
545	PoolSNP_2020.08.22	2L	MA_la_12_fall	North America_PoolSNP	0.006961	0.006957	-0.002666	0.36941466
546	PoolSNP_2020.08.22	2R	MA_la_12_fall	North America_PoolSNP	0.005788	0.005746	-0.034269	0.369331028
547	PoolSNP_2020.08.22	3L	MA_la_12_fall	North America_PoolSNP	0.005804	0.005773	-0.024904	0.377455115
548	PoolSNP_2020.08.22	3R	MA_la_12_fall	North America_PoolSNP	0.004988	0.004896	-0.086284	0.419165758
549	PoolSNP_2020.08.22	X	MA_la_12_fall	North America_PoolSNP	0.0038885	0.003959	0.113226	0.304557351
550	PoolSNP_2020.08.22	2L	MA_la_12_spring	North America_PoolSNP	0.007034	0.007088	0.034355	0.381336248
551	PoolSNP_2020.08.22	2R	MA_la_12_spring	North America_PoolSNP	0.005774	0.005762	-0.009291	0.37805778
552	PoolSNP_2020.08.22	3L	MA_la_12_spring	North America_PoolSNP	0.00583	0.005816	-0.010276	0.387398128
553	PoolSNP_2020.08.22	3R	MA_la_12_spring	North America_PoolSNP	0.004959	0.004866	-0.084034	0.431243853
554	PoolSNP_2020.08.22	X	MA_la_12_spring	North America_PoolSNP	0.003861	0.003963	0.146788	0.30479063
555	PoolSNP_2020.08.22	2L	MA_la_14_fall	North America_PoolSNP	0.006869	0.006932	0.034777	0.400190846
556	PoolSNP_2020.08.22	2R	MA_la_14_fall	North America_PoolSNP	0.005766	0.005747	-0.012792	0.39542018
557	PoolSNP_2020.08.22	3L	MA_la_14_fall	North America_PoolSNP	0.005866	0.005829	-0.024147	0.406982561
558	PoolSNP_2020.08.22	3R	MA_la_14_fall	North America_PoolSNP	0.0049	0.004808	-0.072139	0.444825496
559	PoolSNP_2020.08.22	X	MA_la_14_fall	North America_PoolSNP	0.003863	0.003962	0.115812	0.324765217
560	PoolSNP_2020.08.22	2L	MA_la_14_spring	North America_PoolSNP	0.006905	0.006857	-0.028246	0.387275693
561	PoolSNP_2020.08.22	2R	MA_la_14_spring	North America_PoolSNP	0.005846	0.005797	-0.034247	0.381211455
562	PoolSNP_2020.08.22	3L	MA_la_14_spring	North America_PoolSNP	0.005901	0.005848	-0.035799	0.399235231
563	PoolSNP_2020.08.22	3R	MA_la_14_spring	North America_PoolSNP	0.004997	0.004878	-0.096734	0.430442375
564	PoolSNP_2020.08.22	X	MA_la_14_spring	North America_PoolSNP	0.003897	0.003969	0.091117	0.318977991
565	PoolSNP_2020.08.22	2L	ME_bo_09_fall.r1	North America_PoolSNP	0.00688	0.006903	0.014094	0.386867728
566	PoolSNP_2020.08.22	2R	ME_bo_09_fall.r1	North America_PoolSNP	0.00589	0.005846	-0.031086	0.385530246
567	PoolSNP_2020.08.22	3L	ME_bo_09_fall.r1	North America_PoolSNP	0.005848	0.00583	-0.013223	0.396363636
568	PoolSNP_2020.08.22	3R	ME_bo_09_fall.r1	North America_PoolSNP	0.004836	0.004792	-0.03905	0.434920258
569	PoolSNP_2020.08.22	X	ME_bo_09_fall.r1	North America_PoolSNP	0.003845	0.003951	0.142614	0.31697417
570	PoolSNP_2020.08.22	2L	ME_bo_09_fall.r2	North America_PoolSNP	0.006928	0.00691	-0.018281	0.374920325
571	PoolSNP_2020.08.22	2R	ME_bo_09_fall.r2	North America_PoolSNP	0.006044	0.006026	-0.018512	0.374385857
572	PoolSNP_2020.08.22	3L	ME_bo_09_fall.r2	North America_PoolSNP	0.005951	0.005931	-0.022582	0.384199947
573	PoolSNP_2020.08.22	3R	ME_bo_09_fall.r2	North America_PoolSNP	0.005056	0.004994	-0.07994	0.43022425
574	PoolSNP_2020.08.22	X	ME_bo_09_fall.r2	North America_PoolSNP	0.003755	0.003841	0.230078	0.297207808
575	PoolSNP_2020.08.22	2L	MI_bh_14_fall	North America_PoolSNP	0.006323	0.006616	0.167032	0.388988543
576	PoolSNP_2020.08.22	2R	MI_bh_14_fall	North America_PoolSNP	0.005219	0.005524	0.211226	0.383282456
577	PoolSNP_2020.08.22	3L	MI_bh_14_fall	North America_PoolSNP	0.00558	0.005771	0.12318	0.400480718
578	PoolSNP_2020.08.22	3R	MI_bh_14_fall	North America_PoolSNP	0.00458	0.00471	0.103011	0.430858912
579	PoolSNP_2020.08.22	X	MI_bh_14_fall	North America_PoolSNP	0.003637	0.003828	0.21609	0.325414564
580	PoolSNP_2020.08.22	2L	MI_bh_14_spring	North America_PoolSNP	0.006656	0.006824	0.095209	0.396954204
581	PoolSNP_2020.08.22	2R	MI_bh_14_spring	North America_PoolSNP	0.005589	0.005682	0.063177	0.387982627
582	PoolSNP_2020.08.22	3L	MI_bh_14_spring	North America_PoolSNP	0.005698	0.005795	0.064456	0.406505779
583	PoolSNP_2020.08.22	3R	MI_bh_14_spring	North America_PoolSNP	0.004677	0.00474	0.051001	0.439664256
584	PoolSNP_2020.08.22	X	MI_bh_14_spring	North America_PoolSNP	0.003769	0.003915	0.175619	0.323225898
585	PoolSNP_2020.08.22	2L	N	Europe_PoolSNP	0.005898	0.0058195	-0.175718	0.316145393
586	PoolSNP_2020.08.22	2R	N	Europe_PoolSNP	0.004841	0.0048615	0.037743	0.32209194
587	PoolSNP_2020.08.22	3L	N	Europe_PoolSNP	0.004767	0.0048075	0.075249	0.324738733
588	PoolSNP_2020.08.22	3R	N	Europe_PoolSNP	0.00405	0.004126	0.175628	0.373141724
589	PoolSNP_2020.08.22	X	N	Europe_PoolSNP	0.0030215	0.0030975	0.194124	0.286365212
590	PoolSNP_2020.08.22	2L	NC_ra_03_n	North America_PoolSNP	0.006872	0.00679	-0.073177	0.352498739
591	PoolSNP_2020.08.22	2R	NC_ra_03_n	North America_PoolSNP	0.005967	0.005903	-0.067366	0.34368336
592	PoolSNP_2020.08.22	3L	NC_ra_03_n	North America_PoolSNP	0.006006	0.005959	-0.048583	0.356025578
593	PoolSNP_2020.08.22	3R	NC_ra_03_n	North America_PoolSNP	0.005029	0.004958	-0.088137	0.389093679
594	PoolSNP_2020.08.22	X	NC_ra_03_n	North America_PoolSNP	0.004056	0.004065	0.02299	0.292048618
595	PoolSNP_2020.08.22	2L	NG	Affrica_PoolSNP	0.007157	0.007165	0.177815	0.280547159
596	PoolSNP_2020.08.22	2R	NG	Affrica_PoolSNP	0.00635	0.006354	0.091508	0.272069738
597	PoolSNP_2020.08.22	3L	NG	Affrica_PoolSNP	0.006685	0.006696	0.260664	0.274707007
598	PoolSNP_2020.08.22	3R	NG	Affrica_PoolSNP	0.005929	0.005927	-0.063703	0.310668137
599	PoolSNP_2020.08.22	X	NG	Affrica_PoolSNP	0.005722	0.005741	0.523856	0.217373123
600	PoolSNP_2020.08.22	2L	NY_it_12_fall	North America_PoolSNP	0.006702	0.006743	0.032051	0.356672383
601	PoolSNP_2020.08.22	2R	NY_it_12_fall	North America_PoolSNP	0.005868	0.005886	0.015995	0.351946764
602	PoolSNP_2020.08.22	3L	NY_it_12_fall	North America_PoolSNP	0.005761	0.005772	0.009974	0.363954582
603	PoolSNP_2020.08.22	3R	NY_it_12_fall	North America_PoolSNP	0.004865	0.004815	-0.05255	0.403369046
604	PoolSNP_2020.08.22	X	NY_it_12_fall	North America_PoolSNP	0.003897	0.003926	0.058279	0.301673517
605	PoolSNP_2020.08.22	2L	NY_it_12_spring	North America_PoolSNP	0.006567	0.00673	0.103723	0.36833717
606	PoolSNP_2020.08.22	2R	NY_it_12_spring	North America_PoolSNP	0.005637	0.005705	0.050629	0.364669009
607	PoolSNP_2020.08.22	3L	NY_it_12_spring	North America_PoolSNP	0.005717	0.005763	0.033787	0.377626931
608	PoolSNP_2020.08.22	3R	NY_it_12_spring	North America_PoolSNP	0.00489	0.004865	-0.020743	0.411226465
609	PoolSNP_2020.08.22	X	NY_it_12_spring	North America_PoolSNP	0.003732	0.003865	0.190459	0.306183826
610	PoolSNP_2020.08.22	2L	ON_su_15_fall	North America_PoolSNP	0.006832	0.006842	0.006355	0.392501179
611	PoolSNP_2020.08.22	2R	ON_su_15_fall	North America_PoolSNP	0.005742	0.005725	-0.012045	0.388501163
612	PoolSNP_2020.08.22	3L	ON_su_15_fall	North America_PoolSNP	0.005861	0.00586	-0.000916	0.399873953
613	PoolSNP_2020.08.22	3R	ON_su_15_fall	North America_PoolSNP	0.005004	0.004911	-0.075531	0.431665607
614	PoolSNP_2020.08.22	X	ON_su_15_fall	North America_PoolSNP	0.003896	0.004021	0.161658	0.321452025
615	PoolSNP_2020.08.22	2L	ON_su_15_spring	North America_PoolSNP	0.006342	0.006711	0.201188	0.40965765
616	PoolSNP_2020.08.22	2R	ON_su_15_spring	North America_PoolSNP	0.005261	0.005549	0.190069	0.401981961
617	PoolSNP_2020.08.22	3L	ON_su_15_spring	North America_PoolSNP	0.005497	0.005739	0.152515	0.418393523
618	PoolSNP_2020.08.22	3R	ON_su_15_spring	North America_PoolSNP	0.004729	0.004806	0.056477	0.452674156
619	PoolSNP_2020.08.22	X	ON_su_15_spring	North America_PoolSNP	0.003595	0.003906	0.330995	0.335605323
620	PoolSNP_2020.08.22	2L	PA_li_09_fall	North America_PoolSNP	0.00669	0.006668	-0.014104	0.380259268
621	PoolSNP_2020.08.22	2R	PA_li_09_fall	North America_PoolSNP	0.00578	0.00582	0.02913	0.375792305
622	PoolSNP_2020.08.22	3L	PA_li_09_fall	North America_PoolSNP	0.005867	0.005886	0.01355	0.38892952
623	PoolSNP_2020.08.22	3R	PA_li_09_fall	North America_PoolSNP	0.005082	0.005013	-0.057657	0.425478768
624	PoolSNP_2020.08.22	X	PA_li_09_fall	North America_PoolSNP	0.003878	0.003977	0.144875	0.308766899
625	PoolSNP_2020.08.22	2L	PA_li_09_spring	North America_PoolSNP	0.006417	0.006732	0.174895	0.43258032
626	PoolSNP_2020.08.22	2R	PA_li_09_spring	North America_PoolSNP	0.005403	0.005721	0.209122	0.415380612
627	PoolSNP_2020.08.22	3L	PA_li_09_spring	North America_PoolSNP	0.005552	0.00585	0.191426	0.442758088
628	PoolSNP_2020.08.22	3R	PA_li_09_spring	North America_PoolSNP	0.004854	0.004922	0.049962	0.477333009
629	PoolSNP_2020.08.22	X	PA_li_09_spring	North America_PoolSNP	0.003583	0.0039245	0.374027	0.352916701
630	PoolSNP_2020.08.22	2L	PA_li_10_fall	North America_PoolSNP	0.006854	0.006898	0.02639	0.403146714
631	PoolSNP_2020.08.22	2R	PA_li_10_fall	North America_PoolSNP	0.005558	0.005705	0.10702	0.39313524
632	PoolSNP_2020.08.22	3L	PA_li_10_fall	North America_PoolSNP	0.005745	0.005878	0.09429	0.406660767
633	PoolSNP_2020.08.22	3R	PA_li_10_fall	North America_PoolSNP	0.00492	0.004949	0.024802	0.445511058
634	PoolSNP_2020.08.22	X	PA_li_10_fall	North America_PoolSNP	0.0037375	0.0039165	0.236006	0.33148765
635	PoolSNP_2020.08.22	2L	PA_li_10_spring	North America_PoolSNP	0.007471	0.007471	-0.000005	0.494441558
636	PoolSNP_2020.08.22	2R	PA_li_10_spring	North America_PoolSNP	0.006245	0.006204	-0.036258	0.482544415
637	PoolSNP_2020.08.22	3L	PA_li_10_spring	North America_PoolSNP	0.006272	0.006248	-0.02063	0.518191841
638	PoolSNP_2020.08.22	3R	PA_li_10_spring	North America_PoolSNP	0.005372	0.005302	-0.07126	0.532774993
639	PoolSNP_2020.08.22	X	PA_li_10_spring	North America_PoolSNP	0.004339	0.004398	0.095132	0.606921029
640	PoolSNP_2020.08.22	2L	PA_li_11_fall	North America_PoolSNP	0.007561	0.007234	-0.178614	0.443886728
641	PoolSNP_2020.08.22	2R	PA_li_11_fall	North America_PoolSNP	0.006353	0.006049	-0.194343	0.438828867
642	PoolSNP_2020.08.22	3L	PA_li_11_fall	North America_PoolSNP	0.006527	0.006202	-0.205204	0.455073905
643	PoolSNP_2020.08.22	3R	PA_li_11_fall	North America_PoolSNP	0.005758	0.0053	-0.325764	0.497165442
644	PoolSNP_2020.08.22	X	PA_li_11_fall	North America_PoolSNP	0.0039695	0.0040735	0.128424	0.34244367
645	PoolSNP_2020.08.22	2L	PA_li_11_frost	North America_PoolSNP	0.006875	0.006904	0.018714	0.390046359
646	PoolSNP_2020.08.22	2R	PA_li_11_frost	North America_PoolSNP	0.00566	0.005707	0.035651	0.38595051
647	PoolSNP_2020.08.22	3L	PA_li_11_frost	North America_PoolSNP	0.00595	0.005959	0.006519	0.395292503
648	PoolSNP_2020.08.22	3R	PA_li_11_frost	North America_PoolSNP	0.005078	0.005034	-0.036762	0.439637396
649	PoolSNP_2020.08.22	X	PA_li_11_frost	North America_PoolSNP	0.003815	0.003968	0.221946	0.308895166
650	PoolSNP_2020.08.22	2L	PA_li_11_spring	North America_PoolSNP	0.006807	0.006851	0.028369	0.389430567
651	PoolSNP_2020.08.22	2R	PA_li_11_spring	North America_PoolSNP	0.005699	0.005754	0.040617	0.384280975
652	PoolSNP_2020.08.22	3L	PA_li_11_spring	North America_PoolSNP	0.005828	0.005888	0.045156	0.396603298
653	PoolSNP_2020.08.22	3R	PA_li_11_spring	North America_PoolSNP	0.004977	0.004955	-0.018683	0.433249419
654	PoolSNP_2020.08.22	X	PA_li_11_spring	North America_PoolSNP	0.003721	0.0039255	0.289045	0.312604975
655	PoolSNP_2020.08.22	2L	PA_li_12_fall	North America_PoolSNP	0.006987	0.006934	-0.045772	0.357890156
656	PoolSNP_2020.08.22	2R	PA_li_12_fall	North America_PoolSNP	0.005787	0.005741	-0.047737	0.352059535
657	PoolSNP_2020.08.22	3L	PA_li_12_fall	North America_PoolSNP	0.005952	0.005888	-0.063037	0.362287776
658	PoolSNP_2020.08.22	3R	PA_li_12_fall	North America_PoolSNP	0.004939	0.004893	-0.056998	0.399436171
659	PoolSNP_2020.08.22	X	PA_li_12_fall	North America_PoolSNP	0.003958	0.003992	0.080999	0.295278167
660	PoolSNP_2020.08.22	2L	PA_li_12_spring	North America_PoolSNP	0.006998	0.006978	-0.011948	0.389975227
661	PoolSNP_2020.08.22	2R	PA_li_12_spring	North America_PoolSNP	0.005864	0.005847	-0.012155	0.385033772
662	PoolSNP_2020.08.22	3L	PA_li_12_spring	North America_PoolSNP	0.005944	0.005906	-0.027369	0.39737037
663	PoolSNP_2020.08.22	3R	PA_li_12_spring	North America_PoolSNP	0.005229	0.005083	-0.11897	0.436253935
664	PoolSNP_2020.08.22	X	PA_li_12_spring	North America_PoolSNP	0.003864	0.003993	0.171825	0.315150152
665	PoolSNP_2020.08.22	2L	PA_li_12_sum	North America_PoolSNP	0.006925	0.00697	0.029749	0.366111603
666	PoolSNP_2020.08.22	2R	PA_li_12_sum	North America_PoolSNP	0.005672	0.005697	0.019676	0.363176105
667	PoolSNP_2020.08.22	3L	PA_li_12_sum	North America_PoolSNP	0.005863	0.005866	0.001948	0.371972594
668	PoolSNP_2020.08.22	3R	PA_li_12_sum	North America_PoolSNP	0.004943	0.004893	-0.045828	0.414127012
669	PoolSNP_2020.08.22	X	PA_li_12_sum	North America_PoolSNP	0.003719	0.003883	0.202758	0.313964282
670	PoolSNP_2020.08.22	2L	PA_li_13_spring	North America_PoolSNP	0.006938	0.00694	0.001016	0.385126916
671	PoolSNP_2020.08.22	2R	PA_li_13_spring	North America_PoolSNP	0.005782	0.005809	0.018795	0.377911546
672	PoolSNP_2020.08.22	3L	PA_li_13_spring	North America_PoolSNP	0.005993	0.005926	-0.04524	0.395149709
673	PoolSNP_2020.08.22	3R	PA_li_13_spring	North America_PoolSNP	0.005144	0.004982	-0.128284	0.429147195
674	PoolSNP_2020.08.22	X	PA_li_13_spring	North America_PoolSNP	0.003944	0.004005	0.078135	0.323926427
675	PoolSNP_2020.08.22	2L	PA_li_14_fall	North America_PoolSNP	0.006969	0.007032	0.034444	0.396957209
676	PoolSNP_2020.08.22	2R	PA_li_14_fall	North America_PoolSNP	0.005779	0.005844	0.04276	0.387726901
677	PoolSNP_2020.08.22	3L	PA_li_14_fall	North America_PoolSNP	0.005913	0.005908	-0.003398	0.406353673
678	PoolSNP_2020.08.22	3R	PA_li_14_fall	North America_PoolSNP	0.00515	0.005039	-0.082694	0.437540168
679	PoolSNP_2020.08.22	X	PA_li_14_fall	North America_PoolSNP	0.003867	0.003991	0.14361	0.324686783
680	PoolSNP_2020.08.22	2L	PA_li_14_spring	North America_PoolSNP	0.007162	0.007167	0.002745	0.388173147
681	PoolSNP_2020.08.22	2R	PA_li_14_spring	North America_PoolSNP	0.005875	0.005831	-0.032511	0.381445735
682	PoolSNP_2020.08.22	3L	PA_li_14_spring	North America_PoolSNP	0.00603	0.005967	-0.046271	0.394233425
683	PoolSNP_2020.08.22	3R	PA_li_14_spring	North America_PoolSNP	0.005164	0.005036	-0.109643	0.429581636
684	PoolSNP_2020.08.22	X	PA_li_14_spring	North America_PoolSNP	0.004019	0.004092	0.103452	0.316086512
685	PoolSNP_2020.08.22	2L	PA_li_15_fall	North America_PoolSNP	0.006846	0.006977	0.073714	0.387992744
686	PoolSNP_2020.08.22	2R	PA_li_15_fall	North America_PoolSNP	0.005673	0.005778	0.071743	0.382977589
687	PoolSNP_2020.08.22	3L	PA_li_15_fall	North America_PoolSNP	0.005766	0.005921	0.103873	0.392975419
688	PoolSNP_2020.08.22	3R	PA_li_15_fall	North America_PoolSNP	0.004901	0.004915	0.010638	0.42205282
689	PoolSNP_2020.08.22	X	PA_li_15_fall	North America_PoolSNP	0.00382	0.003977	0.191417	0.324454405
690	PoolSNP_2020.08.22	2L	PA_li_15_spring	North America_PoolSNP	0.0067	0.00695	0.130324	0.414052137
691	PoolSNP_2020.08.22	2R	PA_li_15_spring	North America_PoolSNP	0.005536	0.005732	0.123824	0.409061335
692	PoolSNP_2020.08.22	3L	PA_li_15_spring	North America_PoolSNP	0.0058	0.005838	0.022818	0.423732601
693	PoolSNP_2020.08.22	3R	PA_li_15_spring	North America_PoolSNP	0.004883	0.004831	-0.036751	0.460388806
694	PoolSNP_2020.08.22	X	PA_li_15_spring	North America_PoolSNP	0.003743	0.003928	0.191492	0.336025337
695	PoolSNP_2020.08.22	2L	PA_st_14_fall	North America_PoolSNP	0.006906	0.00706	0.089841	0.390512829
696	PoolSNP_2020.08.22	2R	PA_st_14_fall	North America_PoolSNP	0.005778	0.005865	0.061415	0.382690635
697	PoolSNP_2020.08.22	3L	PA_st_14_fall	North America_PoolSNP	0.005908	0.005888	-0.013245	0.398718271
698	PoolSNP_2020.08.22	3R	PA_st_14_fall	North America_PoolSNP	0.005019	0.004941	-0.06365	0.433740727
699	PoolSNP_2020.08.22	X	PA_st_14_fall	North America_PoolSNP	0.0038955	0.003998	0.135438	0.32165272
700	PoolSNP_2020.08.22	2L	PA_st_14_spring	North America_PoolSNP	0.006254	0.006867	0.38382	0.37589241
701	PoolSNP_2020.08.22	2R	PA_st_14_spring	North America_PoolSNP	0.005331	0.005614	0.210421	0.370692372
702	PoolSNP_2020.08.22	3L	PA_st_14_spring	North America_PoolSNP	0.005377	0.005703	0.23784	0.384251789
703	PoolSNP_2020.08.22	3R	PA_st_14_spring	North America_PoolSNP	0.004497	0.004675	0.156195	0.419126668
704	PoolSNP_2020.08.22	X	PA_st_14_spring	North America_PoolSNP	0.0035395	0.0037575	0.297463	0.317112668
705	PoolSNP_2020.08.22	2L	PA_st_15_spring	North America_PoolSNP	0.006851	0.006932	0.047453	0.388814049
706	PoolSNP_2020.08.22	2R	PA_st_15_spring	North America_PoolSNP	0.00571	0.00573	0.013947	0.38052894
707	PoolSNP_2020.08.22	3L	PA_st_15_spring	North America_PoolSNP	0.005845	0.005836	-0.006261	0.394626702
708	PoolSNP_2020.08.22	3R	PA_st_15_spring	North America_PoolSNP	0.005082	0.004969	-0.090218	0.432665972
709	PoolSNP_2020.08.22	X	PA_st_15_spring	North America_PoolSNP	0.0038735	0.0039725	0.128385	0.318267769
710	PoolSNP_2020.08.22	2L	PO_Brz_15_12	Europe_PoolSNP	0.006425	0.006529	0.066645	0.40664967
711	PoolSNP_2020.08.22	2R	PO_Brz_15_12	Europe_PoolSNP	0.00509	0.005266	0.140281	0.396587031
712	PoolSNP_2020.08.22	3L	PO_Brz_15_12	Europe_PoolSNP	0.004797	0.005087	0.250203	0.416630185
713	PoolSNP_2020.08.22	3R	PO_Brz_15_12	Europe_PoolSNP	0.004131	0.004233	0.100155	0.452675739
714	PoolSNP_2020.08.22	X	PO_Brz_15_12	Europe_PoolSNP	0.003362	0.003552	0.271169	0.336597542
715	PoolSNP_2020.08.22	2L	PO_Brz_16_17	Europe_PoolSNP	0.006508	0.006656	0.093519	0.378198457
716	PoolSNP_2020.08.22	2R	PO_Brz_16_17	Europe_PoolSNP	0.00481	0.00498	0.144343	0.377411251
717	PoolSNP_2020.08.22	3L	PO_Brz_16_17	Europe_PoolSNP	0.004675	0.004945	0.236791	0.388748255
718	PoolSNP_2020.08.22	3R	PO_Brz_16_17	Europe_PoolSNP	0.004113	0.004189	0.074969	0.429300047
719	PoolSNP_2020.08.22	X	PO_Brz_16_17	Europe_PoolSNP	0.003308	0.003468	0.234578	0.318912237
720	PoolSNP_2020.08.22	2L	PO_Gda_16_16	Europe_PoolSNP	0.006057	0.006313	0.17525	0.365868762
721	PoolSNP_2020.08.22	2R	PO_Gda_16_16	Europe_PoolSNP	0.00447	0.00483	0.334205	0.367138493
722	PoolSNP_2020.08.22	3L	PO_Gda_16_16	Europe_PoolSNP	0.004549	0.004919	0.338086	0.376859143
723	PoolSNP_2020.08.22	3R	PO_Gda_16_16	Europe_PoolSNP	0.004066	0.004283	0.221456	0.41515772
724	PoolSNP_2020.08.22	X	PO_Gda_16_16	Europe_PoolSNP	0.003103	0.003307	0.329322	0.31560164
725	PoolSNP_2020.08.22	2L	PT_Rec_14_33	Europe_PoolSNP	0.005981	0.005906	-0.056888	0.37458207
726	PoolSNP_2020.08.22	2R	PT_Rec_14_33	Europe_PoolSNP	0.004885	0.004951	0.061445	0.383587828
727	PoolSNP_2020.08.22	3L	PT_Rec_14_33	Europe_PoolSNP	0.004937	0.004997	0.055609	0.382032668
728	PoolSNP_2020.08.22	3R	PT_Rec_14_33	Europe_PoolSNP	0.004718	0.004606	-0.109002	0.424247239
729	PoolSNP_2020.08.22	X	PT_Rec_14_33	Europe_PoolSNP	0.003215	0.003297	0.154227	0.313316319
730	PoolSNP_2020.08.22	2L	PT_Rec_15_16	Europe_PoolSNP	0.006074	0.00634	0.245927	0.340078822
731	PoolSNP_2020.08.22	2R	PT_Rec_15_16	Europe_PoolSNP	0.004712	0.005038	0.357019	0.328122674
732	PoolSNP_2020.08.22	3L	PT_Rec_15_16	Europe_PoolSNP	0.005345	0.00556	0.222607	0.345074248
733	PoolSNP_2020.08.22	3R	PT_Rec_15_16	Europe_PoolSNP	0.004499	0.004672	0.207	0.375357679
734	PoolSNP_2020.08.22	X	PT_Rec_15_16	Europe_PoolSNP	0.002979	0.003218	0.529318	0.303168358
735	PoolSNP_2020.08.22	2L	PT_Rec_16_18	Europe_PoolSNP	0.006512	0.006681	0.104257	0.371548588
736	PoolSNP_2020.08.22	2R	PT_Rec_16_18	Europe_PoolSNP	0.004897	0.004992	0.077227	0.366335605
737	PoolSNP_2020.08.22	3L	PT_Rec_16_18	Europe_PoolSNP	0.005562	0.00556	-0.001743	0.381076199
738	PoolSNP_2020.08.22	3R	PT_Rec_16_18	Europe_PoolSNP	0.004987	0.004784	-0.16267	0.410423275
739	PoolSNP_2020.08.22	X	PT_Rec_16_18	Europe_PoolSNP	0.003322	0.003429	0.149337	0.326150237
740	PoolSNP_2020.08.22	2L	RAL	North America_PoolSNP	0.0065275	0.006579	0.0283785	0.417473705
741	PoolSNP_2020.08.22	2R	RAL	North America_PoolSNP	0.0055295	0.005599	0.044187	0.419284892
742	PoolSNP_2020.08.22	3L	RAL	North America_PoolSNP	0.005796	0.005804	0.0048345	0.42707323
743	PoolSNP_2020.08.22	3R	RAL	North America_PoolSNP	0.004917	0.004874	-0.031414	0.468523293
744	PoolSNP_2020.08.22	X	RAL	North America_PoolSNP	0.0034365	0.003712	0.289466	0.328460629
745	PoolSNP_2020.08.22	2L	RG	Affrica_PoolSNP	0.007112	0.0071645	0.0427835	0.291836803
746	PoolSNP_2020.08.22	2R	RG	Affrica_PoolSNP	0.005925	0.005998	0.0709615	0.280175526
747	PoolSNP_2020.08.22	3L	RG	Affrica_PoolSNP	0.0062555	0.0063365	0.0750105	0.279003466
748	PoolSNP_2020.08.22	3R	RG	Affrica_PoolSNP	0.005207	0.005341	0.148481	0.318762381
749	PoolSNP_2020.08.22	X	RG	Affrica_PoolSNP	0.0055345	0.0058615	0.342981	0.224649304
750	PoolSNP_2020.08.22	2L	RS_Kal_16_28	Europe_PoolSNP	0.005234	0.005367	0.107287	0.372933418
751	PoolSNP_2020.08.22	2R	RS_Kal_16_28	Europe_PoolSNP	0.00449	0.004736	0.231275	0.370475059
752	PoolSNP_2020.08.22	3L	RS_Kal_16_28	Europe_PoolSNP	0.004545	0.004805	0.2428	0.383758281
753	PoolSNP_2020.08.22	3R	RS_Kal_16_28	Europe_PoolSNP	0.003882	0.004013	0.142981	0.425113352
754	PoolSNP_2020.08.22	X	RS_Kal_16_28	Europe_PoolSNP	0.003072	0.003252	0.29308	0.322669886
755	PoolSNP_2020.08.22	2L	RS_Kal_16_29	Europe_PoolSNP	0.005563	0.005583	0.014526	0.374845611
756	PoolSNP_2020.08.22	2R	RS_Kal_16_29	Europe_PoolSNP	0.004559	0.004777	0.193658	0.375122773
757	PoolSNP_2020.08.22	3L	RS_Kal_16_29	Europe_PoolSNP	0.004776	0.004949	0.14771	0.390490581
758	PoolSNP_2020.08.22	3R	RS_Kal_16_29	Europe_PoolSNP	0.004065	0.00414	0.074563	0.434802201
759	PoolSNP_2020.08.22	X	RS_Kal_16_29	Europe_PoolSNP	0.003084	0.003286	0.315735	0.318670918
760	PoolSNP_2020.08.22	2L	RS_Sla_16_30	Europe_PoolSNP	0.005367	0.005415	0.03814	0.366674761
761	PoolSNP_2020.08.22	2R	RS_Sla_16_30	Europe_PoolSNP	0.00481	0.00494	0.114141	0.366445916
762	PoolSNP_2020.08.22	3L	RS_Sla_16_30	Europe_PoolSNP	0.004683	0.004883	0.184946	0.381466291
763	PoolSNP_2020.08.22	3R	RS_Sla_16_30	Europe_PoolSNP	0.004004	0.004136	0.140919	0.419319181
764	PoolSNP_2020.08.22	X	RS_Sla_16_30	Europe_PoolSNP	0.003123	0.00331	0.320124	0.319949348
765	PoolSNP_2020.08.22	2L	RS_Sla_16_31	Europe_PoolSNP	0.005451	0.005459	0.006525	0.370222116
766	PoolSNP_2020.08.22	2R	RS_Sla_16_31	Europe_PoolSNP	0.004587	0.004796	0.195201	0.366219245
767	PoolSNP_2020.08.22	3L	RS_Sla_16_31	Europe_PoolSNP	0.004758	0.004924	0.150557	0.382673353
